ID Cliente,Nombre,Edad,Género,Provincia,Nivel de Ingresos,Ocupación
1921,Ruben del Sala,53,Masculino,Corrientes,Bajo,Logistics and distribution manager
1922,Zaira Vega Navarro,35,Masculino,Salta,Medio,Media planner
1923,Josep Uriarte Sevillano,26,Femenino,Santiago del Estero,Bajo,"Geologist, wellsite"
1924,María Jesús Torres Viñas,74,Otro,Santiago del Estero,Medio,"Engineer, automotive"
1925,Fernanda Almansa Barros,46,Femenino,Santiago del Estero,Alto,"Programmer, multimedia"
1926,Anacleto Dan Elías Monreal,67,Masculino,La Rioja,Medio,Clothing/textile technologist
1927,Porfirio Crespo Pol,31,Masculino,San Juan,Medio,"Producer, radio"
1928,Remedios Abascal,42,Femenino,Tucumán,Alto,Risk manager
1929,Martirio Zorrilla Sanmartín,32,Femenino,Misiones,Bajo,Insurance broker
1930,Victoriano Giralt Valverde,23,Femenino,Neuquén,Medio,Broadcast journalist
1931,Irene Marquez,73,Femenino,Neuquén,Alto,Television camera operator
1932,Ciríaco Bello Ariño,59,Masculino,Chubut,Alto,Art therapist
1933,Horacio Cano,46,Femenino,Río Negro,Medio,Research scientist (physical sciences)
1934,Carmina Larrañaga Porta,32,Femenino,Chubut,Bajo,"Engineer, control and instrumentation"
1935,Jose Francisco Vendrell-Milla,46,Masculino,CABA,Alto,Cabin crew
1936,Armando Viña Chacón,21,Femenino,Santa Cruz,Bajo,Meteorologist
1937,Leonel Rozas-Plaza,35,Masculino,Formosa,Bajo,Pathologist
1938,Ceferino Girona Antón,67,Masculino,Santiago del Estero,Bajo,"Programmer, systems"
1939,Cruz Jiménez Alfonso,74,Masculino,Formosa,Medio,Armed forces operational officer
1940,Manu Planas Berrocal,66,Masculino,Chaco,Medio,"Pharmacist, hospital"
1941,Lara Monreal,61,Masculino,Neuquén,Medio,Trading standards officer
1942,Primitiva Nuria Hernandez Nicolau,56,Masculino,La Pampa,Medio,Proofreader
1943,Hipólito de Lobato,33,Femenino,Buenos Aires,Bajo,Sports coach
1944,Amor Calvet Espada,28,Masculino,San Juan,Medio,Building services engineer
1945,Inés Correa Salgado,31,Masculino,Buenos Aires,Medio,Solicitor
1946,Isaías Sainz,20,Masculino,Entre Ríos,Medio,Merchant navy officer
1947,Abril Gilabert Vera,68,Femenino,Río Negro,Alto,Make
1948,Calista Costa Borrell,67,Masculino,Santiago del Estero,Medio,Museum/gallery curator
1949,Eliana Agustín Ureña,59,Masculino,San Juan,Medio,"Teacher, primary school"
1950,Gilberto Isidro Ferrández Pintor,55,Femenino,Santiago del Estero,Bajo,Marine scientist
1951,Eva Iglesia Crespo,62,Femenino,Formosa,Medio,"Engineer, technical sales"
1952,Bienvenida Vicenta Bas Aznar,59,Femenino,La Rioja,Alto,Midwife
1953,Silvia de Patiño,35,Femenino,San Luis,Bajo,Set designer
1954,Natividad Cabo Manuel,37,Masculino,San Juan,Medio,Health promotion specialist
1955,Piedad Llanos Alarcón,65,Femenino,Chubut,Bajo,Furniture conservator/restorer
1956,Nieves Navarrete Arranz,42,Masculino,CABA,Medio,Actuary
1957,Pánfilo Román Valenciano,74,Masculino,Corrientes,Medio,"Engineer, land"
1958,Vasco Pombo Garzón,55,Masculino,Jujuy,Medio,Armed forces operational officer
1959,Encarnacion Lasa Carbonell,30,Femenino,Neuquén,Alto,"Merchandiser, retail"
1960,Ildefonso Cebrián Mendez Rubio,21,Masculino,Corrientes,Bajo,Health and safety inspector
1961,Perlita Planas-Artigas,72,Femenino,Chubut,Bajo,Customer service manager
1962,Soledad Tamayo Bernal,31,Femenino,Neuquén,Medio,Primary school teacher
1963,Bibiana Navarro-Hurtado,50,Masculino,Santa Cruz,Bajo,Arts administrator
1964,Ariel Donaire,45,Femenino,Santa Cruz,Medio,"Scientist, marine"
1965,Ruth Selena Quesada Román,69,Femenino,Neuquén,Bajo,Engineering geologist
1966,Nieves Anglada Mármol,54,Femenino,Jujuy,Bajo,Midwife
1967,Lope Vicente Arroyo,25,Masculino,Tucumán,Medio,"Teacher, primary school"
1968,Manu Baeza,61,Femenino,Misiones,Medio,"Accountant, chartered"
1969,Eva de Higueras,51,Masculino,Jujuy,Bajo,Animal nutritionist
1970,Nico Criado Belmonte,61,Femenino,Salta,Bajo,Trade mark attorney
1971,Tere Peinado Padilla,22,Femenino,Santa Fe,Bajo,Water engineer
1972,Galo Adalberto Coronado Ropero,71,Masculino,Misiones,Medio,Therapeutic radiographer
1973,Esther Coca Ureña,22,Femenino,CABA,Bajo,Transport planner
1974,Aura Priego,48,Femenino,Río Negro,Medio,Administrator
1975,Loreto Trillo,62,Femenino,Mendoza,Medio,Data processing manager
1976,Pedro Martín Espada,26,Masculino,Formosa,Medio,Records manager
1977,Alfredo del Álamo,59,Masculino,Corrientes,Bajo,Occupational hygienist
1978,Viviana Rivero Vilar,49,Otro,Río Negro,Medio,Hydrographic surveyor
1979,Trinidad Edelmiro Roselló Arévalo,50,Femenino,Jujuy,Alto,Bookseller
1980,Caridad Gutiérrez-Morante,20,Femenino,Tucumán,Bajo,Field trials officer
1981,Juan Pablo Carballo-Casado,47,Masculino,Santiago del Estero,Bajo,Consulting civil engineer
1982,Anacleto del Cal,67,Masculino,Formosa,Medio,Retail merchandiser
1983,Aurelia Ramis Prats,29,Femenino,Santiago del Estero,Bajo,"Solicitor, Scotland"
1984,Remedios de Escrivá,46,Femenino,Tierra del Fuego,Medio,Diplomatic Services operational officer
1985,Atilio Mulet Mateu,20,Masculino,Corrientes,Medio,Public affairs consultant
1986,Begoña Palomo,43,Femenino,Río Negro,Medio,Press sub
1987,Felix Baquero Verdejo,74,Femenino,Formosa,Medio,Artist
1988,Regina Luz-Jimenez,47,Masculino,Tucumán,Medio,Health physicist
1989,Andrea Montserrat Alegria,26,Masculino,Salta,Bajo,Retail banker
1990,Yaiza Moles Antón,43,Masculino,Santa Cruz,Bajo,Water quality scientist
1991,Zaida Ariza Sánchez,19,Femenino,Corrientes,Alto,Housing manager/officer
1992,Elías León Carpio,20,Masculino,La Pampa,Alto,Transport planner
1993,Teo del Torralba,63,Masculino,Entre Ríos,Medio,Site engineer
1994,Jesús Viñas,21,Femenino,Corrientes,Alto,Risk analyst
1995,Rufino Luque Dávila,42,Masculino,San Luis,Bajo,Museum/gallery curator
1996,Celestino Zapata,68,Masculino,Santa Cruz,Bajo,"Designer, fashion/clothing"
1997,Clímaco Bayona Barrio,30,Masculino,La Rioja,Bajo,Manufacturing engineer
1998,Reyes Lledó Villanueva,56,Femenino,Corrientes,Bajo,Chief Executive Officer
1999,Jimena Alemán Mendizábal,61,Femenino,Entre Ríos,Medio,Translator
2000,Nydia Guerrero,52,Masculino,Corrientes,Alto,"Surveyor, insurance"
2001,Apolinar Tejero Valverde,72,Femenino,Córdoba,Medio,Geoscientist
2002,Wálter Édgar Planas Palomar,40,Femenino,Formosa,Medio,Animal nutritionist
2003,Abigaíl Gimenez Duran,26,Masculino,Mendoza,Bajo,Diplomatic Services operational officer
2004,Nazaret Artigas,19,Masculino,Corrientes,Bajo,Financial adviser
2005,Mohamed Chamorro Múgica,71,Masculino,Entre Ríos,Bajo,Politician's assistant
2006,Flavia Galiano-Franco,58,Masculino,Santiago del Estero,Medio,Actuary
2007,Silvio Salom Pino,61,Femenino,Salta,Medio,Medical illustrator
2008,Alcides de Montserrat,48,Femenino,Salta,Alto,"Programme researcher, broadcasting/film/video"
2009,Trini del Iniesta,61,Masculino,Río Negro,Alto,Media buyer
2010,Alfonso Escobar Rius,64,Masculino,Santiago del Estero,Bajo,"Conservator, museum/gallery"
2011,Tito Arribas Crespi,19,Masculino,CABA,Bajo,Chief Technology Officer
2012,Isabel Casals,49,Femenino,Entre Ríos,Medio,Intelligence analyst
2013,Primitivo Palomar Jaume,35,Masculino,Salta,Bajo,Tax adviser
2014,Eva Blanca Tomas,30,Femenino,Mendoza,Medio,"Producer, television/film/video"
2015,Lola Merino-Martorell,63,Masculino,San Juan,Medio,Technical brewer
2016,Ruy Gomis Amat,22,Femenino,Tucumán,Bajo,Video editor
2017,Alejandra Gálvez-Ibañez,59,Femenino,Santiago del Estero,Medio,Prison officer
2018,Inmaculada Lucila Ramirez Alcolea,61,Masculino,Jujuy,Medio,Furniture designer
2019,Tere Oller-Suarez,27,Femenino,CABA,Alto,Glass blower/designer
2020,Macarena Ayuso Pineda,73,Otro,CABA,Bajo,Archivist
2021,Augusto Alcolea Rojas,60,Masculino,Misiones,Alto,Learning mentor
2022,Rafa Calderon Álamo,42,Femenino,Río Negro,Medio,Surgeon
2023,Octavia Dueñas-Girona,51,Masculino,Corrientes,Medio,Banker
2024,Aureliano Peiró Pombo,54,Femenino,Santa Fe,Bajo,Clothing/textile technologist
2025,Edelmiro Ortuño León,47,Masculino,Santa Fe,Medio,Maintenance engineer
2026,Emperatriz Manjón Nogueira,24,Femenino,Tucumán,Medio,Commissioning editor
2027,Calisto de Mendez,23,Femenino,La Rioja,Medio,"Nurse, children's"
2028,Caridad Sastre Clavero,71,Femenino,Tierra del Fuego,Medio,Medical laboratory scientific officer
2029,Eligio Abril Sánchez,72,Femenino,Misiones,Medio,"Geneticist, molecular"
2030,Sebastián Jose Angel Pedro Solera,20,Femenino,Chaco,Alto,Museum/gallery curator
2031,Jose Ignacio Roura Vilalta,30,Masculino,Chaco,Bajo,"Nurse, mental health"
2032,Zaira Salcedo Amor,20,Femenino,San Juan,Medio,Politician's assistant
2033,Julieta Alberdi Navas,43,Femenino,Catamarca,Bajo,"Geneticist, molecular"
2034,Mariano Riba Nebot,74,Femenino,Buenos Aires,Medio,Database administrator
2035,Baltasar Tirado Murcia,41,Femenino,Salta,Alto,Chiropodist
2036,Gloria Noemí Calderon Sastre,70,Femenino,Corrientes,Bajo,Petroleum engineer
2037,Maximiliano Sobrino Pereira,23,Femenino,Río Negro,Medio,Quality manager
2038,Ainara de Pastor,60,Masculino,Chubut,Medio,General practice doctor
2039,Ciríaco Ródenas Ros,66,Masculino,San Luis,Bajo,Arboriculturist
2040,Encarnita del Fábregas,59,Masculino,Corrientes,Medio,"Conservation officer, historic buildings"
2041,Candelas del Raya,29,Masculino,Misiones,Bajo,Manufacturing engineer
2042,Régulo Armas Bravo,66,Femenino,CABA,Alto,Financial planner
2043,Begoña Gálvez Pedrero,53,Masculino,Catamarca,Alto,Sports therapist
2044,Ciriaco Morell Fernandez,19,Masculino,Salta,Medio,Recycling officer
2045,Maxi Remigio Morante Castejón,28,Otro,Río Negro,Medio,Clinical embryologist
2046,Eulalia Coloma,56,Masculino,Entre Ríos,Medio,Broadcast journalist
2047,Malena Viana Vendrell,51,Masculino,San Juan,Bajo,Holiday representative
2048,Morena Iglesia Tamarit,43,Masculino,Neuquén,Medio,Location manager
2049,Roxana Amaya Gual,35,Masculino,Corrientes,Medio,"Research officer, trade union"
2050,Bernardo Alvarado Quesada,38,Femenino,Formosa,Alto,Archivist
2051,Antonia Alvarez Llobet,53,Femenino,Córdoba,Medio,Scientific laboratory technician
2052,Candelas Maxi Sarmiento Fuente,57,Femenino,San Juan,Medio,Community pharmacist
2053,Calista de Porta,69,Masculino,San Juan,Medio,Special effects artist
2054,Danilo Cervantes Benet,63,Femenino,Tucumán,Bajo,Water quality scientist
2055,Yaiza Gras Novoa,61,Masculino,Misiones,Medio,Radio producer
2056,Azahara Vallejo Mayol,39,Masculino,Misiones,Medio,Fashion designer
2057,Claudio Villanueva Ríos,70,Masculino,Misiones,Bajo,"Designer, furniture"
2058,Piedad del Agustín,47,Masculino,Chaco,Medio,Financial adviser
2059,René Sanz Milla,67,Masculino,Chaco,Medio,Public house manager
2060,Emilia Valverde Casares,60,Masculino,Neuquén,Medio,Special educational needs teacher
2061,Fabiana Cañas Mateo,47,Otro,Neuquén,Medio,Field seismologist
2062,Francisco Javier Múgica-Noriega,25,Masculino,San Juan,Medio,Media planner
2063,Rosa Esparza Amor,51,Masculino,Misiones,Medio,Systems developer
2064,Cayetana Pozo,74,Masculino,Buenos Aires,Alto,Legal secretary
2065,Eric Jódar Segura,64,Femenino,Jujuy,Bajo,Solicitor
2066,Fabio Lasa Correa,26,Masculino,Santa Cruz,Alto,"Doctor, hospital"
2067,Elpidio Navas Pujadas,68,Femenino,Jujuy,Medio,Oncologist
2068,Beatriz Sosa Gonzalez,37,Otro,Jujuy,Medio,Petroleum engineer
2069,Marta Checa,57,Masculino,Tucumán,Medio,Financial manager
2070,Delia Nevado Albero,42,Masculino,CABA,Bajo,"Teacher, special educational needs"
2071,Carla Matas Valls,36,Masculino,Entre Ríos,Bajo,Analytical chemist
2072,Leire de Puig,22,Femenino,Buenos Aires,Medio,Administrator
2073,Pancho Trillo Narváez,28,Masculino,Buenos Aires,Medio,"Psychologist, educational"
2074,Alicia del Company,32,Masculino,Chaco,Medio,Advice worker
2075,David Montenegro Velasco,25,Masculino,Corrientes,Medio,"Designer, textile"
2076,Josué Arturo Escudero Anglada,36,Femenino,Formosa,Bajo,Armed forces logistics/support/administrative officer
2077,Rosalía Marquez Macías,40,Masculino,Río Negro,Bajo,"Designer, interior/spatial"
2078,Buenaventura Palacios Galindo,44,Masculino,Chubut,Medio,Tax inspector
2079,María Teresa Soler Alcolea,57,Femenino,CABA,Bajo,Health promotion specialist
2080,Toni Navarro Ballesteros,49,Femenino,Tierra del Fuego,Medio,"Conservation officer, nature"
2081,Eutropio Calleja Angulo,43,Femenino,La Pampa,Bajo,Civil Service administrator
2082,Danilo Sierra Gallardo,44,Masculino,San Juan,Medio,Network engineer
2083,Elba Blanch Aparicio,36,Femenino,San Luis,Bajo,"Scientist, research (maths)"
2084,Gustavo de Vélez,67,Femenino,Mendoza,Bajo,Chartered public finance accountant
2085,Carmelita Luján Viñas,59,Masculino,Tucumán,Medio,Gaffer
2086,María Belén Torrijos,46,Femenino,La Pampa,Medio,"Chemist, analytical"
2087,Telmo Arribas Ortega,56,Masculino,Santa Cruz,Bajo,"Surveyor, mining"
2088,Caridad Codina Almazán,58,Femenino,San Luis,Alto,"Pharmacist, hospital"
2089,Asdrubal Monreal,50,Masculino,Salta,Bajo,Retail merchandiser
2090,Agustín Plana Luís,36,Femenino,Chubut,Medio,"Secretary, company"
2091,Pío Roldan-Lloret,54,Masculino,Mendoza,Bajo,Marketing executive
2092,Poncio Samu Belmonte Piñeiro,36,Femenino,Santa Cruz,Bajo,Cartographer
2093,Macario Hernando Sanjuan,50,Masculino,Buenos Aires,Medio,Charity fundraiser
2094,Isidro Aguilar-Rosa,64,Otro,Jujuy,Bajo,Physiological scientist
2095,Sigfrido Bastida Palomino,33,Femenino,Entre Ríos,Medio,Legal executive
2096,Ema Reig,40,Masculino,Tucumán,Bajo,Hydrogeologist
2097,Imelda Blazquez,24,Femenino,Entre Ríos,Medio,Acupuncturist
2098,Roberta Tovar,43,Otro,San Luis,Bajo,Learning mentor
2099,Teresita López Franch,49,Masculino,Córdoba,Bajo,Animal nutritionist
2100,Martin Alberdi Cortes,29,Masculino,La Rioja,Bajo,Fashion designer
2101,María Manuela Menéndez Velasco,25,Femenino,Corrientes,Medio,Dentist
2102,Paco de Gámez,22,Masculino,Río Negro,Medio,Air traffic controller
2103,Sonia Santamaria Andrés,59,Masculino,Formosa,Medio,"Programmer, applications"
2104,Dionisia Escribano,45,Masculino,Santa Fe,Medio,"Lecturer, further education"
2105,Hilda de Núñez,70,Masculino,Santiago del Estero,Medio,"Accountant, chartered certified"
2106,Isabela de Cerezo,22,Masculino,Jujuy,Medio,"Engineer, site"
2107,Domingo Vives Armas,66,Masculino,Jujuy,Bajo,Osteopath
2108,Juanita Nuñez Figuerola,43,Femenino,Jujuy,Bajo,TEFL teacher
2109,Marcelino Bravo Gelabert,22,Femenino,Santa Cruz,Medio,Public affairs consultant
2110,Álvaro Juan Iglesia Bolaños,39,Masculino,Río Negro,Medio,Research scientist (maths)
2111,Luz Nadal,32,Femenino,Buenos Aires,Bajo,Industrial/product designer
2112,Alejo Codina,30,Femenino,Salta,Medio,Tree surgeon
2113,Luciana Ferreras Sola,45,Femenino,Santa Fe,Medio,Media planner
2114,Tere de Roselló,50,Masculino,Misiones,Medio,Records manager
2115,Filomena Olivares Montesinos,60,Masculino,San Luis,Bajo,Conference centre manager
2116,Ovidio Ovidio Valenzuela Arcos,40,Femenino,Santa Fe,Medio,Magazine features editor
2117,Marcos Ramos Téllez,50,Femenino,Santa Fe,Bajo,Dance movement psychotherapist
2118,Olga de Linares,60,Femenino,Salta,Bajo,Print production planner
2119,Wálter Montenegro Cal,35,Femenino,Misiones,Medio,"Psychologist, counselling"
2120,Emperatriz de Pina,67,Masculino,Entre Ríos,Bajo,Rural practice surveyor
2121,María Jesús Prat Farré,70,Femenino,Santa Fe,Bajo,Phytotherapist
2122,Daniela Múñiz Alsina,47,Masculino,Santa Fe,Bajo,IT technical support officer
2123,Buenaventura Salvà Llabrés,43,Masculino,Formosa,Medio,"Scientist, product/process development"
2124,Eutropio Águila,33,Femenino,Entre Ríos,Bajo,Manufacturing systems engineer
2125,Duilio Capdevila Chico,30,Masculino,Mendoza,Bajo,Building control surveyor
2126,Cleto Bello Ayuso,56,Masculino,Salta,Medio,Bonds trader
2127,Estefanía Carrión Peral,50,Femenino,San Luis,Medio,Actor
2128,Ainoa Barba Bilbao,43,Masculino,Corrientes,Alto,Field seismologist
2129,Miriam Saez Montenegro,65,Otro,Salta,Bajo,Politician's assistant
2130,Leonardo Rosario Catalá Montes,18,Otro,Buenos Aires,Bajo,Advertising account planner
2131,Rogelio Cabello Blanes,66,Femenino,Chubut,Medio,Dispensing optician
2132,Eulalia Sacristán-Vilalta,55,Masculino,Córdoba,Bajo,"Nurse, adult"
2133,Donato Carnero-Salas,19,Masculino,CABA,Alto,Nature conservation officer
2134,Roxana Aguilera Ramón,66,Masculino,Río Negro,Medio,Stage manager
2135,Ceferino Ortega-Pedro,23,Masculino,Santiago del Estero,Bajo,Insurance broker
2136,Cecilio Sevilla-Antón,63,Masculino,Chubut,Medio,Investment analyst
2137,Leandra Téllez Oliva,67,Otro,Chubut,Bajo,Horticultural consultant
2138,Segismundo Arana Codina,55,Masculino,La Rioja,Alto,Homeopath
2139,Félix Marciano Guerrero Castilla,59,Femenino,Catamarca,Alto,Public relations account executive
2140,América Alba Sola,41,Masculino,Río Negro,Medio,Logistics and distribution manager
2141,Ciríaco Ayuso Cerezo,35,Femenino,Córdoba,Bajo,Medical technical officer
2142,Paula Gascón,44,Femenino,Neuquén,Bajo,"Designer, furniture"
2143,José Antonio Cesar Vilar Casares,58,Masculino,Neuquén,Bajo,"Lighting technician, broadcasting/film/video"
2144,Inmaculada Polo Rios,25,Masculino,Río Negro,Bajo,"Engineer, maintenance (IT)"
2145,Baldomero Escrivá Álvarez,45,Femenino,Santa Cruz,Medio,"Development worker, international aid"
2146,Teobaldo Llorens Carballo,27,Femenino,Mendoza,Alto,Hotel manager
2147,Lara Alegre Coll,34,Femenino,La Rioja,Medio,Occupational hygienist
2148,Agapito Ocaña Ferrán,72,Masculino,Jujuy,Medio,Public house manager
2149,Hermenegildo Barberá Juan,46,Masculino,Misiones,Medio,"Radiographer, diagnostic"
2150,Amada del Marín,23,Femenino,CABA,Alto,Network engineer
2151,Fátima Blanco Taboada,31,Femenino,Catamarca,Bajo,"Surveyor, quantity"
2152,Kike Diez Trujillo,39,Masculino,Formosa,Medio,Fine artist
2153,Anselma Infante Romero,71,Femenino,La Pampa,Medio,Advertising copywriter
2154,Plácido Mesa Martín,23,Masculino,La Pampa,Medio,"Engineer, manufacturing"
2155,Jesusa del Blanco,43,Masculino,Santiago del Estero,Alto,Corporate investment banker
2156,Victorino Gonzalo Álvaro,56,Masculino,Jujuy,Medio,Interpreter
2157,Domingo Serrano Macias,29,Masculino,Misiones,Bajo,Graphic designer
2158,Agustín Iñiguez Paz,52,Femenino,Formosa,Medio,"Surveyor, hydrographic"
2159,Elisabet Guijarro Gallardo,31,Masculino,Santa Cruz,Bajo,Orthoptist
2160,Brunilda Sobrino-Pi,39,Masculino,Santa Fe,Medio,Metallurgist
2161,Rosario Sosa Tormo,68,Femenino,Jujuy,Medio,Lexicographer
2162,Juliana Tapia Redondo,40,Femenino,Santiago del Estero,Medio,"Surveyor, planning and development"
2163,Eligia Quiroga Chacón,65,Femenino,Formosa,Alto,"Optician, dispensing"
2164,Pascual Vallejo Arias,24,Femenino,Chubut,Medio,Proofreader
2165,Dulce Chacón Esparza,57,Masculino,Entre Ríos,Bajo,"Therapist, nutritional"
2166,Teodora Caridad Tamarit Carmona,67,Femenino,La Pampa,Bajo,Manufacturing systems engineer
2167,Carmelita Ponce-Blanca,42,Femenino,Buenos Aires,Alto,"Sound technician, broadcasting/film/video"
2168,Griselda Jimena Cabo Hierro,30,Femenino,Santa Fe,Bajo,"Engineer, land"
2169,Fausto Figueras-Diez,38,Masculino,Jujuy,Bajo,Location manager
2170,Melchor Arce,58,Masculino,Buenos Aires,Bajo,Automotive engineer
2171,Domingo Mir,27,Femenino,Santiago del Estero,Medio,"Scientist, research (maths)"
2172,Ángel Caballero Villalba,70,Masculino,Corrientes,Bajo,"Psychotherapist, child"
2173,Isidora Hoz Bru,72,Femenino,Misiones,Alto,"Optician, dispensing"
2174,Nadia Cobos Escolano,26,Femenino,Chubut,Alto,Automotive engineer
2175,Ana Belén Jovita Cases Benavente,32,Femenino,Salta,Alto,Research scientist (life sciences)
2176,Vicenta Marquez Gabaldón,69,Femenino,Santiago del Estero,Bajo,Secondary school teacher
2177,Luisina Larrañaga Ayllón,19,Femenino,Santa Fe,Alto,Financial controller
2178,Adelardo Sevillano,42,Masculino,Córdoba,Alto,Restaurant manager
2179,Rodrigo Gallo,30,Femenino,Río Negro,Alto,Medical technical officer
2180,Leire Bas Duarte,51,Femenino,La Pampa,Medio,Stage manager
2181,Eufemia Márquez Morell,68,Masculino,Jujuy,Medio,"Psychologist, forensic"
